Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Over18_Y,OverTime_No,OverTime_Yes,Attrition
21,596,9,3,1,1262,3,69,3,1,2,2699,17113,1,12,3,2,80,0,2,2,2,1,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,Yes
35,875,4,3,1,42,3,57,3,1,4,2136,3258,2,14,3,2,80,1,15,5,3,1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,Yes
44,740,4,3,1,1209,3,73,3,2,2,4996,17311,3,13,3,3,80,0,5,4,2,1,0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,Yes
35,1151,10,3,1,245,3,80,2,1,1,3253,6840,5,20,3,2,80,0,8,4,2,4,2,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Yes
19,482,3,2,1,565,1,53,2,1,3,2562,18425,1,12,3,2,80,0,1,2,4,1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Yes
25,1250,17,1,1,961,3,57,3,1,3,2709,8673,1,18,3,1,80,0,6,2,2,6,4,4,4,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,Yes
18,728,6,2,1,535,3,44,3,1,3,1239,26010,1,12,3,3,80,0,0,3,3,0,0,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,Yes
34,1088,5,3,1,1176,3,84,3,3,1,9464,10305,0,21,4,1,80,0,9,2,2,7,6,3,6,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,Yes
35,782,12,4,1,1419,3,37,2,1,3,4265,10285,2,24,4,2,80,0,9,2,2,8,6,3,5,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,Yes
48,1178,11,2,1,836,3,43,2,2,3,7642,5862,1,17,3,1,80,2,8,3,3,8,7,6,6,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,Yes
24,765,2,2,1,956,1,59,3,1,3,4615,25027,9,14,3,1,80,0,4,3,3,2,2,2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Yes
33,901,17,3,1,1900,4,83,1,1,1,2323,14497,1,23,4,2,80,0,4,2,2,4,1,2,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,Yes
35,178,12,3,1,1283,4,51,3,1,3,2418,25835,1,16,3,3,80,0,7,2,3,6,1,5,5,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,Yes
43,1093,10,3,1,1196,3,95,2,1,2,2926,10838,1,11,3,3,80,0,5,4,3,5,3,0,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,Yes
31,466,10,3,1,954,1,44,2,1,2,1768,22213,2,12,3,3,80,0,4,2,2,2,1,0,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Yes
52,826,3,3,1,670,3,73,3,5,1,19808,20412,4,12,3,4,80,0,23,1,3,7,4,3,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,Yes
34,718,6,2,1,1306,3,94,2,1,1,2379,11327,4,16,3,3,80,1,4,3,2,1,1,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,Yes
27,1307,17,2,1,1779,3,32,2,1,3,2375,18782,4,13,3,1,80,1,5,2,2,3,0,0,2,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Yes
46,798,6,3,1,1604,2,83,2,2,3,6528,14560,6,12,3,3,80,1,11,2,3,4,2,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Yes
30,777,9,2,1,901,4,79,1,1,1,2392,11642,4,19,3,3,80,0,3,4,2,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Yes
33,467,9,2,1,1027,3,54,2,1,1,2427,10409,0,20,3,1,80,0,4,0,3,3,2,0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,Yes
30,953,7,3,1,269,1,52,3,1,1,4161,10034,6,19,3,1,80,0,9,2,3,4,3,0,3,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,Yes
29,893,1,4,1,843,3,47,3,1,3,4400,16420,5,16,3,4,80,0,5,3,2,1,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,Yes
47,1289,27,2,1,1401,1,96,2,1,1,4220,22617,2,18,3,1,80,0,17,2,3,4,2,0,3,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,Yes
55,523,10,3,1,1465,3,55,2,2,1,9760,11752,6,15,3,4,80,0,26,0,2,9,8,4,8,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,Yes
33,1363,11,2,1,1869,3,83,2,2,3,10752,23588,4,11,3,3,80,0,11,0,2,8,1,5,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,Yes
28,868,5,3,1,1146,4,35,2,1,1,4737,3581,3,14,3,2,80,0,6,2,1,5,2,3,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,Yes
35,916,16,3,1,1035,3,44,3,1,1,2740,8303,1,16,3,2,80,0,17,1,2,16,12,14,13,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,Yes
23,403,6,3,1,1650,2,96,3,1,3,2285,25149,0,20,3,1,80,0,3,2,3,3,2,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Yes
21,1327,15,1,1,857,3,70,2,1,3,2616,8911,1,17,3,1,80,0,1,3,2,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,Yes
35,1194,4,2,1,1107,4,85,3,2,1,9575,10338,0,22,4,1,80,0,9,2,3,8,7,3,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Yes
36,1060,5,3,1,752,3,48,1,3,3,11221,25278,2,11,3,3,80,0,17,2,1,16,7,10,8,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,Yes
36,757,10,2,1,619,2,95,3,2,3,6075,20182,4,12,3,2,80,0,8,1,1,7,3,2,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,Yes
38,540,9,2,1,1839,3,79,3,1,1,1901,10933,1,13,3,3,80,1,4,2,2,3,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Yes
23,784,8,3,1,1167,3,47,3,1,3,2735,17237,1,13,3,1,80,0,5,2,3,4,4,2,4,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,Yes
27,828,4,2,1,1548,2,93,2,1,3,3824,20891,4,12,3,2,80,0,6,2,1,3,2,1,2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,Yes
23,407,7,3,1,1682,3,95,3,1,3,2282,25140,1,20,3,2,80,0,3,2,3,3,2,0,2,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,Yes
29,485,12,3,1,1776,1,55,2,1,1,2407,3141,3,15,3,4,80,2,3,2,3,2,2,2,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Yes
26,1385,17,3,1,58,1,48,1,1,3,2719,10788,1,12,3,3,80,0,1,2,2,1,0,0,1,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,Yes
26,419,7,3,1,1487,1,82,2,1,1,3257,17031,2,13,3,2,80,0,5,2,2,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,Yes
34,867,16,4,1,1190,4,65,3,2,3,4637,23446,2,16,3,3,80,0,5,0,2,4,2,2,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,Yes
52,607,1,4,1,1571,2,77,2,3,3,10169,14618,0,15,3,2,80,0,33,3,2,32,6,1,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,Yes
31,877,25,3,1,1052,1,51,2,2,2,4638,3118,1,21,3,2,80,0,12,3,2,11,6,2,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,Yes
34,600,10,3,1,745,3,38,3,1,2,2800,8737,1,14,3,2,80,0,8,1,3,8,6,7,6,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,Yes
48,1474,27,2,1,1376,1,94,2,2,1,4307,22777,3,19,3,1,80,0,19,2,3,4,2,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Yes
50,1299,4,4,1,1093,1,40,3,1,3,2509,10382,8,11,3,3,80,2,16,2,3,9,0,1,6,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,Yes
20,466,21,3,1,1100,3,38,2,1,1,1970,10048,1,13,3,2,80,0,1,3,3,1,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,Yes
31,686,15,3,1,1330,2,42,2,1,3,4284,3670,1,16,3,1,80,0,10,2,1,9,4,5,7,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,Yes
22,223,13,3,1,438,2,86,3,1,2,3036,25311,1,14,3,3,80,0,1,0,3,1,0,0,0,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Yes
27,127,13,3,1,1289,3,53,3,1,2,2402,25694,0,14,3,3,80,0,6,2,3,6,2,5,5,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,Yes
38,625,10,4,1,1583,4,86,3,1,1,2168,21777,2,14,3,2,80,0,12,3,1,4,3,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Yes
30,1009,23,2,1,1133,1,64,2,1,2,2289,3079,3,18,3,1,80,0,4,0,2,1,1,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Yes
30,683,15,3,1,235,1,73,1,1,3,4307,24776,3,11,3,3,80,0,4,2,2,2,2,2,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,Yes
48,938,6,2,1,1332,2,66,3,3,2,8328,21717,7,18,3,2,80,0,9,1,2,8,7,7,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,Yes
31,385,22,4,1,1465,3,93,3,2,3,6104,21059,1,14,3,3,80,1,10,3,2,10,2,5,7,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,Yes
34,327,26,2,1,1794,2,82,2,2,3,5846,13442,1,17,3,3,80,0,10,2,3,9,6,6,6,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,Yes
31,368,17,4,1,1832,4,88,3,1,1,2926,21505,0,16,3,2,80,0,2,3,2,1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Yes
31,453,20,3,1,934,3,79,2,1,1,1859,16785,1,17,3,1,80,0,7,3,2,7,1,5,5,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Yes
30,1093,2,2,1,1294,4,54,3,1,2,2337,8368,1,11,3,1,80,0,2,2,3,2,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,Yes
31,526,21,2,1,1791,3,75,2,1,3,2428,14741,1,22,3,2,80,0,2,3,2,1,0,1,0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Yes
42,812,16,3,1,1771,3,39,1,1,2,2432,15547,8,16,3,3,80,1,5,3,3,1,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,Yes
26,1331,21,3,1,1307,1,42,2,1,2,2493,19416,1,18,3,2,80,0,1,0,2,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Yes
41,230,6,3,1,763,3,68,3,1,2,2583,25870,2,20,3,2,80,0,4,2,3,1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,Yes
32,196,17,3,1,934,3,83,3,1,1,2028,16217,2,17,3,1,80,1,8,2,2,7,2,5,6,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,Yes
34,748,21,3,1,1348,1,53,2,2,2,4674,7828,2,20,3,2,80,0,13,2,3,10,6,6,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Yes
28,971,4,3,1,1124,1,52,2,1,2,2599,6904,1,14,3,1,80,1,1,2,2,1,0,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,Yes
25,618,5,1,1,947,2,35,2,1,2,4062,10035,0,20,3,1,80,1,4,2,3,3,2,0,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,Yes
39,364,20,4,1,1248,3,54,2,3,2,9397,16771,2,11,3,3,80,0,10,2,2,6,3,3,1,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,Yes
49,405,25,3,1,1976,3,40,2,3,1,10754,16506,4,12,3,1,80,1,21,2,3,3,2,2,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,Yes
30,717,14,3,1,250,1,74,1,1,3,4246,24773,3,11,3,3,80,0,4,2,2,2,2,2,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,Yes
36,654,20,2,1,1811,3,53,2,1,3,2437,15222,5,19,3,3,80,0,3,3,2,1,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,Yes
33,1267,26,1,1,659,2,70,2,2,1,7639,11826,4,15,3,1,80,0,13,2,2,5,3,0,4,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Yes
34,342,10,1,1,1756,3,80,2,1,2,1982,11317,1,11,3,3,80,2,3,2,2,3,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Yes
28,1006,9,3,1,1749,2,80,2,1,3,1134,16216,1,13,3,2,80,0,1,3,2,1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,Yes
34,541,12,4,1,1189,1,72,2,2,1,8401,18150,0,15,3,1,80,0,6,2,3,5,2,0,2,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,Yes
31,510,3,3,1,1868,3,82,2,2,2,9902,25927,6,11,3,3,80,0,6,2,2,2,1,2,2,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,Yes
26,829,20,2,1,1785,3,66,3,1,2,2187,6955,0,11,3,3,80,0,5,3,3,4,1,0,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,Yes
36,1205,8,4,1,1660,2,89,2,2,1,5553,8202,4,12,3,1,80,2,11,2,3,3,2,1,2,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Yes
45,540,4,1,1,515,2,50,2,2,3,5589,22161,2,19,3,3,80,0,10,3,2,9,7,3,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,Yes
35,742,9,3,1,1633,3,55,2,3,1,10272,21530,9,17,3,3,80,0,14,2,2,12,11,6,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,Yes
36,1136,23,1,1,577,1,62,2,2,1,6685,11515,6,18,3,2,80,0,15,2,3,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Yes
28,737,1,1,1,725,2,46,2,1,1,2549,6657,0,14,3,3,80,0,2,1,3,2,1,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Yes
28,939,1,3,1,1147,1,49,2,1,1,2575,7195,1,14,3,1,80,1,1,2,2,1,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Yes
35,1186,4,3,1,1076,3,86,3,3,1,9655,10330,0,21,3,1,80,0,9,2,2,8,7,4,7,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,Yes
46,1007,10,3,1,1019,3,52,3,2,3,7225,5924,1,17,3,1,80,1,9,3,3,8,6,5,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,Yes
38,575,25,1,1,960,2,62,3,2,2,6830,10719,2,12,3,2,80,0,9,2,2,7,5,1,6,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,Yes
34,987,22,3,1,590,2,43,2,3,1,9950,11533,8,14,3,3,80,2,11,1,2,3,2,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,Yes
46,614,1,4,1,1330,2,65,2,3,3,10345,14740,2,13,3,2,80,0,27,3,2,25,4,5,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,Yes
25,1123,3,3,1,421,3,80,3,1,1,2351,8360,3,12,3,3,80,0,4,4,3,3,1,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,Yes
30,716,6,1,1,289,2,75,3,1,1,2802,17127,1,11,3,2,80,0,6,2,3,3,2,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,Yes
35,687,14,4,1,918,1,73,2,1,4,2787,17887,2,19,3,3,80,0,4,1,1,3,3,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,Yes
53,996,18,2,1,1881,1,97,3,1,3,2531,10448,1,15,3,3,80,0,5,2,2,4,2,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Yes
41,858,6,2,1,1419,1,86,2,1,1,2374,14682,3,13,3,2,80,0,8,3,3,2,1,1,1,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Yes
26,158,6,2,1,1108,1,54,2,1,2,2492,25579,0,18,3,1,80,0,3,2,2,2,2,1,2,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,Yes
28,1216,11,3,1,700,3,47,2,2,1,5318,3581,6,15,3,2,80,0,6,2,2,4,2,0,2,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,Yes
45,649,11,2,1,600,2,67,2,3,4,8946,13792,1,13,3,4,80,0,9,2,3,9,7,2,6,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Yes
25,521,13,3,1,1405,3,53,2,1,3,2154,9825,3,11,3,2,80,0,3,1,2,2,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Yes
34,621,13,3,1,1008,2,38,2,1,2,3749,10073,0,23,3,3,80,1,4,2,1,3,2,0,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,Yes
40,737,14,3,1,1660,2,40,2,1,2,2377,15550,8,15,3,3,80,1,6,3,3,1,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,Yes
44,893,7,3,1,1467,2,59,2,3,1,9310,21532,9,18,3,3,80,0,12,2,2,10,9,6,3,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,Yes
35,513,13,3,1,420,1,62,3,3,3,9976,22680,5,11,3,1,80,1,15,4,3,1,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Yes
32,636,7,3,1,643,2,74,1,1,1,2231,4578,3,14,3,4,80,0,7,3,1,5,5,0,5,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,Yes
19,486,2,2,1,574,1,52,2,1,4,2569,18426,1,12,3,3,80,0,1,2,3,1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,Yes
36,871,8,3,1,1549,2,69,2,2,2,4783,7698,2,14,3,1,80,1,9,2,3,7,3,3,5,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Yes
30,392,22,3,1,482,1,55,3,3,3,9074,23462,2,15,3,2,80,1,11,2,2,4,1,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,Yes
22,427,3,3,1,1046,2,45,2,1,2,1853,22103,1,12,3,3,80,0,1,3,2,1,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,Yes
34,950,22,3,1,615,1,44,3,3,1,10055,11628,8,14,3,3,80,3,11,2,3,3,2,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,Yes
26,1356,15,4,1,417,1,47,2,1,1,2341,14206,1,13,3,3,80,1,4,2,3,2,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Yes
32,589,17,3,1,877,1,62,2,3,2,9956,22528,4,13,3,1,80,0,12,2,3,4,3,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,Yes
47,647,3,1,1,977,3,62,2,1,3,2260,13427,6,13,3,4,80,0,2,2,2,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,Yes
35,493,9,3,1,1706,4,54,3,1,1,4136,4935,1,15,3,2,80,0,9,3,1,9,3,0,7,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Yes
20,163,11,3,1,484,3,86,3,1,2,2582,25402,1,14,3,3,80,0,0,0,3,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,Yes
21,948,9,2,1,1455,4,32,3,1,1,1454,26974,1,15,3,2,80,0,1,3,2,1,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Yes
28,115,23,2,1,35,3,50,2,1,3,2034,12955,5,14,3,2,80,0,5,3,2,3,1,0,2,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,Yes
26,722,18,3,1,961,2,92,2,1,2,2700,18140,1,19,3,2,80,0,1,2,1,1,0,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,Yes
